id,question,answer,context
9726,"Suggest changes to the following Java code so that it sorts an array of strings by length.
Input: String[] data = {""Hello"",""Hi"",""Bye""};

Arrays.sort(data);","String[] data = {""Hello"",""Hi"",""Bye""};

Comparator<String> comparator = Comparator.comparingInt(String::length);
Arrays.sort(data, comparator);","### Instruction: 
 Suggest changes to the following Java code so that it sorts an array of strings by length. 
 ### Input: String[] data = {""Hello"",""Hi"",""Bye""};

Arrays.sort(data); 
 ### Response:
 String[] data = {""Hello"",""Hi"",""Bye""};

Comparator<String> comparator = Comparator.comparingInt(String::length);
Arrays.sort(data, comparator);"
9734,"Write a Java code to sort the following array in ascending order [3, 6, 2, 8, 1, 9].
Input: [3, 6, 2, 8, 1, 9]","public class SortList { 
  
  public static void sort (int[] array) { 
    int temp;
    
    for (int i = 0; i < array.length; i++) { 
    for (int j = 0; j < array.length; j++) { 
      if (array[j] > array[i]) { 
        temp = array[i]; 
        array[i] = array[j]; 
        array[j] = temp; 
      }
    } 
  }
  } 
  
  public static void main(String args[]) { 
    int[] array = {3, 6, 2, 8, 1, 9}; 
    
    sort(array); 
    
    System.out.print(""Sorted list: \n""); 
    for (int i = 0; i < array.length; i++) 
      System.out.print(array[i] + "" ""); 
  } 
}","### Instruction: 
 Write a Java code to sort the following array in ascending order [3, 6, 2, 8, 1, 9]. 
 ### Input: [3, 6, 2, 8, 1, 9] 
 ### Response:
 public class SortList { 
  
  public static void sort (int[] array) { 
    int temp;
    
    for (int i = 0; i < array.length; i++) { 
    for (int j = 0; j < array.length; j++) { 
      if (array[j] > array[i]) { 
        temp = array[i]; 
        array[i] = array[j]; 
        array[j] = temp; 
      }
    } 
  }
  } 
  
  public static void main(String args[]) { 
    int[] array = {3, 6, 2, 8, 1, 9}; 
    
    sort(array); 
    
    System.out.print(""Sorted list: \n""); 
    for (int i = 0; i < array.length; i++) 
      System.out.print(array[i] + "" ""); 
  } 
}"
9746,"Create a Java class to store a student's name, ID, and GPA.","public class Student {

    private String name;
    private int id;
    private Double gpa;
    
    public Student(String name, int id, Double gpa) {
        this.name = name;
        this.id = id;
        this.gpa = gpa;
    }
    
    public String getName() {
        return name;
    }
    
    public int getId() {
        return id;
    }
    
    public Double getGPA() {
        return gpa;
    }
}","### Instruction: 
 Create a Java class to store a student's name, ID, and GPA. 
 ### Response:
 public class Student {

    private String name;
    private int id;
    private Double gpa;
    
    public Student(String name, int id, Double gpa) {
        this.name = name;
        this.id = id;
        this.gpa = gpa;
    }
    
    public String getName() {
        return name;
    }
    
    public int getId() {
        return id;
    }
    
    public Double getGPA() {
        return gpa;
    }
}"
9821,Compare and contrast Java and Python for developing applications.,"Java and Python are both popular programming languages used for developing applications. Java is a statically typed language and requires extra effort in the form of type checking during compilation, while Python is a dynamically typed language and no type checking is required. Java is more suitable for large-scale enterprise software development and is known for its performance and scalability, whereas Python is generally easier to work with and better suited for smaller projects and prototyping. Java is also more verbose than Python, requiring more lines of code to accomplish the same task. On the other hand, Python has a large library of additional modules and provides simpler syntax and more intuitive programming style.","### Instruction: 
 Compare and contrast Java and Python for developing applications. 
 ### Response:
 Java and Python are both popular programming languages used for developing applications. Java is a statically typed language and requires extra effort in the form of type checking during compilation, while Python is a dynamically typed language and no type checking is required. Java is more suitable for large-scale enterprise software development and is known for its performance and scalability, whereas Python is generally easier to work with and better suited for smaller projects and prototyping. Java is also more verbose than Python, requiring more lines of code to accomplish the same task. On the other hand, Python has a large library of additional modules and provides simpler syntax and more intuitive programming style."
9824,Write a function in Java that takes a string as an argument and returns the length of the longest word in the string.,"public static int findLongestWordLength(String str) {
    String[] words = str.split("" "");
    int maxLength = 0;

    for (String word : words)
        maxLength = Math.max(maxLength, word.length());

    return maxLength;
}","### Instruction: 
 Write a function in Java that takes a string as an argument and returns the length of the longest word in the string. 
 ### Response:
 public static int findLongestWordLength(String str) {
    String[] words = str.split("" "");
    int maxLength = 0;

    for (String word : words)
        maxLength = Math.max(maxLength, word.length());

    return maxLength;
}"
9860,"Write code in Java to calculate the median from an array of integers.
Input: arr = [7, 22, 21, 19, 17, 24]","public double getMedian(int[] arr) { 
    Arrays.sort(arr); 
  
    int len = arr.length; 
    double median = 0; 
  
    if (len % 2 == 0) { 
        int a = arr[len / 2]; 
        int b = arr[(len / 2) - 1]; 
        median = (a + b) / 2.0; 
    } 
  
    else { 
        median = arr[len / 2]; 
    } 
  
    return median; 
}","### Instruction: 
 Write code in Java to calculate the median from an array of integers. 
 ### Input: arr = [7, 22, 21, 19, 17, 24] 
 ### Response:
 public double getMedian(int[] arr) { 
    Arrays.sort(arr); 
  
    int len = arr.length; 
    double median = 0; 
  
    if (len % 2 == 0) { 
        int a = arr[len / 2]; 
        int b = arr[(len / 2) - 1]; 
        median = (a + b) / 2.0; 
    } 
  
    else { 
        median = arr[len / 2]; 
    } 
  
    return median; 
}"
9872,Write a Java method to find the index of a given string in an array of strings.,"public int findIndexOfString(String[] array, String s) {
    for (int i=0; i<array.length; i++) {
        if(array[i].equals(s)) 
            return i;
    }
    return -1;
}","### Instruction: 
 Write a Java method to find the index of a given string in an array of strings. 
 ### Response:
 public int findIndexOfString(String[] array, String s) {
    for (int i=0; i<array.length; i++) {
        if(array[i].equals(s)) 
            return i;
    }
    return -1;
}"
9873,Create a class in Java and define two float variables and two float methods.,"public class FloatExample {
    float var1, var2;

    public void setVar1(float a) {
        var1 = a;
    }

    public float getVar1() {
        return var1;
    }

    public void setVar2(float b) {
        var2 = b;
    }

    public float getVar2() {
        return var2;
    }
}","### Instruction: 
 Create a class in Java and define two float variables and two float methods. 
 ### Response:
 public class FloatExample {
    float var1, var2;

    public void setVar1(float a) {
        var1 = a;
    }

    public float getVar1() {
        return var1;
    }

    public void setVar2(float b) {
        var2 = b;
    }

    public float getVar2() {
        return var2;
    }
}"
9903,Create an object-oriented program in Java which can display the current date and time.,"import java.util.Date;

public class DateTime {
   public static void main(String args[]) {
      Date date = new Date();
      System.out.println(""Current date and time is: "" + date);
   }
}","### Instruction: 
 Create an object-oriented program in Java which can display the current date and time. 
 ### Response:
 import java.util.Date;

public class DateTime {
   public static void main(String args[]) {
      Date date = new Date();
      System.out.println(""Current date and time is: "" + date);
   }
}"
9923,Implement the update function in Java for a queue data structure.,"public void update(int index, Object newElement) {
    if(index < 0 || index >= size()) {
      throw new NoSuchElementException();
    }
    Node node = head;
    for(int i = 0; i < index; i++) {
      node = node.next;
    }
    node.element = newElement;
}","### Instruction: 
 Implement the update function in Java for a queue data structure. 
 ### Response:
 public void update(int index, Object newElement) {
    if(index < 0 || index >= size()) {
      throw new NoSuchElementException();
    }
    Node node = head;
    for(int i = 0; i < index; i++) {
      node = node.next;
    }
    node.element = newElement;
}"
9925,Create a Java function to take two integers as parameters and return their sum as a double.,"public static double sumIntegers(int a, int b){
    return (double) (a + b);
}","### Instruction: 
 Create a Java function to take two integers as parameters and return their sum as a double. 
 ### Response:
 public static double sumIntegers(int a, int b){
    return (double) (a + b);
}"
9938,"Given an array of integers and a target value, write a Java program to determine whether this array contains two elements with the given target sum.
Input: arr = [2, 4, 6, 8, 10], target = 8","boolean containsTargetSum(int[] arr, int target){
  for (int i = 0; i < arr.length; i++){
    for (int j = 1; j < arr.length; j++){
      if (arr[i] + arr[j] == target)
        return true;
    }
  }
  return false;
}","### Instruction: 
 Given an array of integers and a target value, write a Java program to determine whether this array contains two elements with the given target sum. 
 ### Input: arr = [2, 4, 6, 8, 10], target = 8 
 ### Response:
 boolean containsTargetSum(int[] arr, int target){
  for (int i = 0; i < arr.length; i++){
    for (int j = 1; j < arr.length; j++){
      if (arr[i] + arr[j] == target)
        return true;
    }
  }
  return false;
}"
9965,Construct a method in Java to calculate the average of an array of numbers,"public static double calculateAverage(int[] numbers) {
    double total = 0;
    for (int num : numbers) {
        total += num;
    }
    return total / numbers.length;
}","### Instruction: 
 Construct a method in Java to calculate the average of an array of numbers 
 ### Response:
 public static double calculateAverage(int[] numbers) {
    double total = 0;
    for (int num : numbers) {
        total += num;
    }
    return total / numbers.length;
}"
9995,"Write a code in Java to convert any string to camel case format.
Input: String = ""this_is_a_string""","""""""
Write a code to convert any string to camel case format in Java
""""""
public class CamelCaseFormat {
    public static String toCamelCase(String s){
        String[] parts = s.split(""_"");
        String camelCaseString = """";
        for (String part : parts){
            camelCaseString = camelCaseString + toProperCase(part);
        }
        return camelCaseString;
    }
    
    static String toProperCase(String s) {
        return s.substring(0, 1).toUpperCase() +
               s.substring(1).toLowerCase();
    }
 
    public static void main(String[] args)
    {
        String s = ""this_is_a_string"";
        System.out.println(toCamelCase(s));
    }
}","### Instruction: 
 Write a code in Java to convert any string to camel case format. 
 ### Input: String = ""this_is_a_string"" 
 ### Response:
 """"""
Write a code to convert any string to camel case format in Java
""""""
public class CamelCaseFormat {
    public static String toCamelCase(String s){
        String[] parts = s.split(""_"");
        String camelCaseString = """";
        for (String part : parts){
            camelCaseString = camelCaseString + toProperCase(part);
        }
        return camelCaseString;
    }
    
    static String toProperCase(String s) {
        return s.substring(0, 1).toUpperCase() +
               s.substring(1).toLowerCase();
    }
 
    public static void main(String[] args)
    {
        String s = ""this_is_a_string"";
        System.out.println(toCamelCase(s));
    }
}"
10147,"Write a Java code snippet to print out the value of the variable ""num"" to the console.
Input: int num = 10;",System.out.println(num);,"### Instruction: 
 Write a Java code snippet to print out the value of the variable ""num"" to the console. 
 ### Input: int num = 10; 
 ### Response:
 System.out.println(num);"
10148,"Create a Java method that takes a string and returns the same string with all vowels replaced by asterisks (ie. ""Hello"" should return ""H*ll*"").
Input: String s = ""Hello"";","public String replaceVowels(String s) {
    String result = """";
    for (int i = 0; i < s.length(); i++) {
        char ch = s.charAt(i);
        if (ch == 'a' || ch == 'e' || ch == 'i' || ch == 'o' || ch == 'u') {
            result += ""*"";
        } else {
            result += ch;
        }
    }
    return result;
}","### Instruction: 
 Create a Java method that takes a string and returns the same string with all vowels replaced by asterisks (ie. ""Hello"" should return ""H*ll*""). 
 ### Input: String s = ""Hello""; 
 ### Response:
 public String replaceVowels(String s) {
    String result = """";
    for (int i = 0; i < s.length(); i++) {
        char ch = s.charAt(i);
        if (ch == 'a' || ch == 'e' || ch == 'i' || ch == 'o' || ch == 'u') {
            result += ""*"";
        } else {
            result += ch;
        }
    }
    return result;
}"
10159,Write a for loop in Java that prints out the even numbers between 0 and 10.,"for(int i = 0; i <= 10; i++){
    if(i % 2 == 0){
        System.out.println(i);
    }
}","### Instruction: 
 Write a for loop in Java that prints out the even numbers between 0 and 10. 
 ### Response:
 for(int i = 0; i <= 10; i++){
    if(i % 2 == 0){
        System.out.println(i);
    }
}"
10162,"Write a function in Java that takes an integer and returns an array of all the prime numbers from 2 up to the number.
Input: number = 10","public static int[] getAllPrimeNumbers(int number){
    int[] primeNumbers = new int[number];
    int index = 0;
    for (int i = 2; i <= number; i++){
        if(isPrime(i)){
            primeNumbers[index] = i;
            index++;
        }
    }
    return primeNumbers;
}

public static boolean isPrime(int number){
    for(int i=2; i<number; i++){
        if(number%i == 0){
            return false;
        }
    }
    return true;
}","### Instruction: 
 Write a function in Java that takes an integer and returns an array of all the prime numbers from 2 up to the number. 
 ### Input: number = 10 
 ### Response:
 public static int[] getAllPrimeNumbers(int number){
    int[] primeNumbers = new int[number];
    int index = 0;
    for (int i = 2; i <= number; i++){
        if(isPrime(i)){
            primeNumbers[index] = i;
            index++;
        }
    }
    return primeNumbers;
}

public static boolean isPrime(int number){
    for(int i=2; i<number; i++){
        if(number%i == 0){
            return false;
        }
    }
    return true;
}"
10186,Write a Java program for computing the product of two matrixes.,"public class MatrixProduct { 
  
    // Method for matrix multiplication 
    static int[][] multiplyMatrix(int[][] matrix1,  
                                    int[][] matrix2) 
    { 
        int rowsInA = matrix1.length; 
        int columnsInA = matrix1[0].length; // same as rows in B 
        int columnsInB = matrix2[0].length; 
        int[][] product = new int[rowsInA][columnsInB]; 
        for (int i = 0; i < rowsInA; i++) { 
            for (int j = 0; j < columnsInB; j++) { 
                for (int k = 0; k < columnsInA; k++) { 
                    product[i][j] += matrix1[i][k] * matrix2[k][j]; 
                } 
            } 
        } 
        return product; 
    } 
  
    // Driver code 
    public static void main(String args[]) 
    { 
        int[][] matrixA = { { 1, 2, 3 }, 
                            { 4, 5, 6 } 
                            }; 
  
        int[][] matrixB = { { 7, 8 }, 
                            { 9, 10 }, 
                            { 11, 12 } 
                            }; 
  
        int[][] product = multiplyMatrix(matrixA, matrixB); # the product matrix 
  
        // Display the result 
        System.out.println(""Product of two matrices is : ""); 
        for (int[] row : product) { 
            for (int column : row) { 
                System.out.print(column + "" ""); 
            } 
            System.out.println(); 
        } 
    } 
}","### Instruction: 
 Write a Java program for computing the product of two matrixes. 
 ### Response:
 public class MatrixProduct { 
  
    // Method for matrix multiplication 
    static int[][] multiplyMatrix(int[][] matrix1,  
                                    int[][] matrix2) 
    { 
        int rowsInA = matrix1.length; 
        int columnsInA = matrix1[0].length; // same as rows in B 
        int columnsInB = matrix2[0].length; 
        int[][] product = new int[rowsInA][columnsInB]; 
        for (int i = 0; i < rowsInA; i++) { 
            for (int j = 0; j < columnsInB; j++) { 
                for (int k = 0; k < columnsInA; k++) { 
                    product[i][j] += matrix1[i][k] * matrix2[k][j]; 
                } 
            } 
        } 
        return product; 
    } 
  
    // Driver code 
    public static void main(String args[]) 
    { 
        int[][] matrixA = { { 1, 2, 3 }, 
                            { 4, 5, 6 } 
                            }; 
  
        int[][] matrixB = { { 7, 8 }, 
                            { 9, 10 }, 
                            { 11, 12 } 
                            }; 
  
        int[][] product = multiplyMatrix(matrixA, matrixB); # the product matrix 
  
        // Display the result 
        System.out.println(""Product of two matrices is : ""); 
        for (int[] row : product) { 
            for (int column : row) { 
                System.out.print(column + "" ""); 
            } 
            System.out.println(); 
        } 
    } 
}"
10217,"Cut and paste the following Java code snippet and add a condition to ensure that the number entered is always greater than 0.
Input: int number;
Scanner in = new Scanner (System.in);
number = in.nextInt ();","int number;
Scanner in = new Scanner (System.in);
do {
    number = in.nextInt ();
} while (number <= 0);","### Instruction: 
 Cut and paste the following Java code snippet and add a condition to ensure that the number entered is always greater than 0. 
 ### Input: int number;
Scanner in = new Scanner (System.in);
number = in.nextInt (); 
 ### Response:
 int number;
Scanner in = new Scanner (System.in);
do {
    number = in.nextInt ();
} while (number <= 0);"
10229,Generate a function in Java for finding the largest number in an array.,"public static int largestNumber(int[] arr) { 
    int max = arr[0]; 
    for (int i = 1; i < arr.length; i++)
        if (arr[i] > max) 
            max = arr[i]; 
    return max; 
}","### Instruction: 
 Generate a function in Java for finding the largest number in an array. 
 ### Response:
 public static int largestNumber(int[] arr) { 
    int max = arr[0]; 
    for (int i = 1; i < arr.length; i++)
        if (arr[i] > max) 
            max = arr[i]; 
    return max; 
}"
10232,"Write a Java program to sort the elements of an int array in the descending order.
Input: [1, 10, 4, 2, 5, 3, 9]","public class ArraySort { 
    public static void main(String[] args) 
    { 
        int array[] = {1, 10, 4, 2, 5, 3, 9}; 

        int n = array.length; 

        for (int i = 0; i < n-1; i++) 
            for (int j = 0; j < n-i-1; j++) 
                if (array[j] < array[j+1]) { 
                    int temp = array[j]; 
                    array[j] = array[j+1]; 
                    array[j+1] = temp; 
                } 

        for (int i=0; i<n; ++i) 
            System.out.println(array[i] + "" ""); 
    } 
}","### Instruction: 
 Write a Java program to sort the elements of an int array in the descending order. 
 ### Input: [1, 10, 4, 2, 5, 3, 9] 
 ### Response:
 public class ArraySort { 
    public static void main(String[] args) 
    { 
        int array[] = {1, 10, 4, 2, 5, 3, 9}; 

        int n = array.length; 

        for (int i = 0; i < n-1; i++) 
            for (int j = 0; j < n-i-1; j++) 
                if (array[j] < array[j+1]) { 
                    int temp = array[j]; 
                    array[j] = array[j+1]; 
                    array[j+1] = temp; 
                } 

        for (int i=0; i<n; ++i) 
            System.out.println(array[i] + "" ""); 
    } 
}"
10246,Create a web server in Java to handle a POST request.,"import java.io.BufferedReader;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.net.ServerSocket;
import java.net.Socket;

public class WebServer {
    public static void main(String[] args) throws Exception {
        // listen for a connection from a client
        ServerSocket connection = new ServerSocket(80);
        Socket clientSocket = connection.accept();
        BufferedReader in = new BufferedReader(new InputStreamReader(clientSocket.getInputStream()));
        // get the request data
        String line;
        String requestData = """";
        while ((line = in.readLine()) != null) {
            if (line.startsWith(""POST"")) {
                requestData = line.split(""\\s+"")[1];
                break;
            }
        }
        // send a response
        PrintWriter out = new PrintWriter(clientSocket.getOutputStream(), true);
        out.print(""HTTP 200 OK\n"");
        // respond to the request
        out.write(handleRequest(requestData));
        out.flush();
        out.close();
    }

    public static String handleRequest(String requestData) {
        return ""Received request data: "" + requestData;
    }
}","### Instruction: 
 Create a web server in Java to handle a POST request. 
 ### Response:
 import java.io.BufferedReader;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.net.ServerSocket;
import java.net.Socket;

public class WebServer {
    public static void main(String[] args) throws Exception {
        // listen for a connection from a client
        ServerSocket connection = new ServerSocket(80);
        Socket clientSocket = connection.accept();
        BufferedReader in = new BufferedReader(new InputStreamReader(clientSocket.getInputStream()));
        // get the request data
        String line;
        String requestData = """";
        while ((line = in.readLine()) != null) {
            if (line.startsWith(""POST"")) {
                requestData = line.split(""\\s+"")[1];
                break;
            }
        }
        // send a response
        PrintWriter out = new PrintWriter(clientSocket.getOutputStream(), true);
        out.print(""HTTP 200 OK\n"");
        // respond to the request
        out.write(handleRequest(requestData));
        out.flush();
        out.close();
    }

    public static String handleRequest(String requestData) {
        return ""Received request data: "" + requestData;
    }
}"
10257,Implement a webhook endpoint in Java using Spring MVC to process a payment request.,"@RestController
public class PaymentController {
    @PostMapping(""/payment"")
    public void processPayment(@RequestBody PaymentRequest request) {
        // Process the payment inside this method
    }
}","### Instruction: 
 Implement a webhook endpoint in Java using Spring MVC to process a payment request. 
 ### Response:
 @RestController
public class PaymentController {
    @PostMapping(""/payment"")
    public void processPayment(@RequestBody PaymentRequest request) {
        // Process the payment inside this method
    }
}"
10278,"Rewrite the following Java code using a switch statement instead of if/else.
Input: int time = 10;

if (time < 12) {
  System.out.println(""Good morning"");
} else if (time < 17) {
  System.out.println(""Good afternoon"");
} else {
  System.out.println(""Good evening"");
}","int time = 10;

switch (time) {
  case time < 12:
    System.out.println(""Good morning"");
    break;
  case time < 17:
    System.out.println(""Good afternoon"");
    break;
  case time >= 17:
    System.out.println(""Good evening"");
    break;
}","### Instruction: 
 Rewrite the following Java code using a switch statement instead of if/else. 
 ### Input: int time = 10;

if (time < 12) {
  System.out.println(""Good morning"");
} else if (time < 17) {
  System.out.println(""Good afternoon"");
} else {
  System.out.println(""Good evening"");
} 
 ### Response:
 int time = 10;

switch (time) {
  case time < 12:
    System.out.println(""Good morning"");
    break;
  case time < 17:
    System.out.println(""Good afternoon"");
    break;
  case time >= 17:
    System.out.println(""Good evening"");
    break;
}"
10311,"Edit the following code in Java to include a new method “printName()”.
Input: public class Person {
    String name;
    void displayAge(){
        System.out.println(""age is: ""+ age);   
    }
}","public class Person {
    String name;
    
    void displayAge(){
        System.out.println(""age is: ""+ age);   
    }
    
    void printName(){
        System.out.println(""Name: ""+ name);
    }
}","### Instruction: 
 Edit the following code in Java to include a new method “printName()”. 
 ### Input: public class Person {
    String name;
    void displayAge(){
        System.out.println(""age is: ""+ age);   
    }
} 
 ### Response:
 public class Person {
    String name;
    
    void displayAge(){
        System.out.println(""age is: ""+ age);   
    }
    
    void printName(){
        System.out.println(""Name: ""+ name);
    }
}"
10340,Write a Java program to calculate the area of a square given the length of a side.,"public class CalculateSquareArea {
 
  public static double calculateArea(double sideLength) {
    double area = sideLength * sideLength;
    return area;
  }
 
  public static void main(String[] args) {
    double sideLength = 5;
 
    double area = calculateArea(sideLength);
    System.out.println(""The area of a square with side length "" + sideLength + "" is "" + area);
  }
}","### Instruction: 
 Write a Java program to calculate the area of a square given the length of a side. 
 ### Response:
 public class CalculateSquareArea {
 
  public static double calculateArea(double sideLength) {
    double area = sideLength * sideLength;
    return area;
  }
 
  public static void main(String[] args) {
    double sideLength = 5;
 
    double area = calculateArea(sideLength);
    System.out.println(""The area of a square with side length "" + sideLength + "" is "" + area);
  }
}"
10353,Create a Java method that computes the factorial of an integer.,"public static int factorial(int n) {
   int factorial = 1; 
   for (int i = 1; i <= n; i++) {
      factorial *= i;
   }
   return factorial;
}","### Instruction: 
 Create a Java method that computes the factorial of an integer. 
 ### Response:
 public static int factorial(int n) {
   int factorial = 1; 
   for (int i = 1; i <= n; i++) {
      factorial *= i;
   }
   return factorial;
}"
10363,Create a class in Java that will print the two integers added together.,"public class Addition {
    public static int add(int x, int y) {
        return x + y;
    }

    public static void main(String[] args) {
        System.out.println(add(5,7));
    }
}","### Instruction: 
 Create a class in Java that will print the two integers added together. 
 ### Response:
 public class Addition {
    public static int add(int x, int y) {
        return x + y;
    }

    public static void main(String[] args) {
        System.out.println(add(5,7));
    }
}"
10365,"What changes can you suggest in order to optimize the following Java code?
Input: public class Student {
    //private variables
    private String name;
    private int age;
    private int grade;","public class Student {
    //private variables
    private String name;
    private int age;
    private int grade;
  
    //create getters and setters for the fields
    public String getName() {
        return name;
    }

    public void setName(String name) {
        this.name = name;
    }

    public int getAge() {
        return age;
    }

    public void setAge(int age) {
        this.age = age;
    }

    public int getGrade() {
        return grade;
    }

    public void setGrade(int grade) {
        this.grade = grade;
    }
}","### Instruction: 
 What changes can you suggest in order to optimize the following Java code? 
 ### Input: public class Student {
    //private variables
    private String name;
    private int age;
    private int grade; 
 ### Response:
 public class Student {
    //private variables
    private String name;
    private int age;
    private int grade;
  
    //create getters and setters for the fields
    public String getName() {
        return name;
    }

    public void setName(String name) {
        this.name = name;
    }

    public int getAge() {
        return age;
    }

    public void setAge(int age) {
        this.age = age;
    }

    public int getGrade() {
        return grade;
    }

    public void setGrade(int grade) {
        this.grade = grade;
    }
}"
10381,Create a while loop in Java to calculate the Fibonacci numbers up to the number 10.,"int num1 = 0, num2 = 1, fibo = 0;

while(fibo <= 10) {
     fibo = num1 + num2;
     num1 = num2;
     num2 = fibo;
     System.out.print(fibo +"" ""); 
}","### Instruction: 
 Create a while loop in Java to calculate the Fibonacci numbers up to the number 10. 
 ### Response:
 int num1 = 0, num2 = 1, fibo = 0;

while(fibo <= 10) {
     fibo = num1 + num2;
     num1 = num2;
     num2 = fibo;
     System.out.print(fibo +"" ""); 
}"
10422,"Modify the given Java code to print the first character of each word in a sentence.
Input: String sentence = ""Today is a good day"";","String sentence = ""Today is a good day"";
String[] words = sentence.split("" "");
 
for (String word : words) {
    System.out.print(word.charAt(0));
}","### Instruction: 
 Modify the given Java code to print the first character of each word in a sentence. 
 ### Input: String sentence = ""Today is a good day""; 
 ### Response:
 String sentence = ""Today is a good day"";
String[] words = sentence.split("" "");
 
for (String word : words) {
    System.out.print(word.charAt(0));
}"
10513,"Write a Java code snippet to set the 3rd element in an array of integers to the value 5.
Input: int[] arr = {1, 2, 3, 4, 5};",arr[2] = 5;,"### Instruction: 
 Write a Java code snippet to set the 3rd element in an array of integers to the value 5. 
 ### Input: int[] arr = {1, 2, 3, 4, 5}; 
 ### Response:
 arr[2] = 5;"
10520,"Generate a class in Java for a contact record, including name, age, phone number, email, and address information.","public class Contact {
    String name;
    int age;
    String phoneNumber;
    String email;
    String address;
    
    public Contact(String name, int age, String phoneNumber, String email, String address){
        this.name     = name;
        this.age      = age;
        this.phoneNumber = phoneNumber;
        this.email    = email;
        this.address  = address;
    }
    
    public String getName(){
        return name;
    }
    public int getAge(){
        return age;
    }
    public String getPhoneNumber(){
        return phoneNumber;
    }
    public String getEmail(){
        return email;
    }
    public String getAddress(){
        return address;
    }
    
    
    public void setName(String name){
        this.name = name;
    }
    public void setAge(int age){
        this.age = age;
    }
    public void setPhoneNumber(String phoneNumber){
        this.phoneNumber = phoneNumber;
    }
    public void setEmail(String email){
        this.email = email;
    }
    public void setAddress(String address){
        this.address = address;
    }
    
}","### Instruction: 
 Generate a class in Java for a contact record, including name, age, phone number, email, and address information. 
 ### Response:
 public class Contact {
    String name;
    int age;
    String phoneNumber;
    String email;
    String address;
    
    public Contact(String name, int age, String phoneNumber, String email, String address){
        this.name     = name;
        this.age      = age;
        this.phoneNumber = phoneNumber;
        this.email    = email;
        this.address  = address;
    }
    
    public String getName(){
        return name;
    }
    public int getAge(){
        return age;
    }
    public String getPhoneNumber(){
        return phoneNumber;
    }
    public String getEmail(){
        return email;
    }
    public String getAddress(){
        return address;
    }
    
    
    public void setName(String name){
        this.name = name;
    }
    public void setAge(int age){
        this.age = age;
    }
    public void setPhoneNumber(String phoneNumber){
        this.phoneNumber = phoneNumber;
    }
    public void setEmail(String email){
        this.email = email;
    }
    public void setAddress(String address){
        this.address = address;
    }
    
}"
10553,Write a method 'addString' in Java that takes two strings as parameters and returns a single string that concatenates the two strings.,"public static String addString(String str1, String str2) {
	return str1 + str2;
}","### Instruction: 
 Write a method 'addString' in Java that takes two strings as parameters and returns a single string that concatenates the two strings. 
 ### Response:
 public static String addString(String str1, String str2) {
	return str1 + str2;
}"
10558,Create a function in Java that takes a string as a parameter and returns the string in lowercase letters.,"public static String LowerCase(String str) {
  return str.toLowerCase();
}","### Instruction: 
 Create a function in Java that takes a string as a parameter and returns the string in lowercase letters. 
 ### Response:
 public static String LowerCase(String str) {
  return str.toLowerCase();
}"
10589,"Compile a java program that prints out ""Hello World!""",javac HelloWorld.java,"### Instruction: 
 Compile a java program that prints out ""Hello World!"" 
 ### Response:
 javac HelloWorld.java"
10622,"Develop a GUI application in Java to reverse a string.
Input: User should be able to enter a string in the text field.","import java.awt.BorderLayout;
import java.awt.event.*;
import javax.swing.JButton;
import javax.swing.JFrame;
import javax.swing.JPanel;
import javax.swing.JTextField;

class Reverse extends JFrame 
{
  JTextField inputTF;
  JTextField outputTF;
  JButton reverseBtn;
 
  Reverse() 
  {
    inputTF = new JTextField(20);
    outputTF = new JTextField(20);
    outputTF.setEditable(false);
    reverseBtn = new JButton(""Reverse"");

    JPanel panel = new JPanel();
    panel.add(inputTF);
    panel.add(reverseBtn);
    panel.add(outputTF);

    reverseBtn.addActionListener(new ActionListener() 
    {
      public void actionPerformed(ActionEvent ae) 
      {
        String userInput = inputTF.getText();
        StringBuilder sb = new StringBuilder();
        sb.append(userInput);
        sb = sb.reverse();

        outputTF.setText(sb.toString());
      } 
    });
    add(panel, BorderLayout.CENTER);
    setVisible(true);
  } 
}","### Instruction: 
 Develop a GUI application in Java to reverse a string. 
 ### Input: User should be able to enter a string in the text field. 
 ### Response:
 import java.awt.BorderLayout;
import java.awt.event.*;
import javax.swing.JButton;
import javax.swing.JFrame;
import javax.swing.JPanel;
import javax.swing.JTextField;

class Reverse extends JFrame 
{
  JTextField inputTF;
  JTextField outputTF;
  JButton reverseBtn;
 
  Reverse() 
  {
    inputTF = new JTextField(20);
    outputTF = new JTextField(20);
    outputTF.setEditable(false);
    reverseBtn = new JButton(""Reverse"");

    JPanel panel = new JPanel();
    panel.add(inputTF);
    panel.add(reverseBtn);
    panel.add(outputTF);

    reverseBtn.addActionListener(new ActionListener() 
    {
      public void actionPerformed(ActionEvent ae) 
      {
        String userInput = inputTF.getText();
        StringBuilder sb = new StringBuilder();
        sb.append(userInput);
        sb = sb.reverse();

        outputTF.setText(sb.toString());
      } 
    });
    add(panel, BorderLayout.CENTER);
    setVisible(true);
  } 
}"
